"class","lepton 1 pT","lepton 1 eta","lepton 1 phi","lepton 2 pT","lepton 2 eta","lepton 2 phi","missing energy magnitude","missing energy phi","MET_rel","axial MET","M_R","M_TR_2","R","MT2","S_R","M_Delta_R","dPhi_r_b","cos(theta_r1)"
0, 9.728614687919616699e-01, 6.538545489311218262e-01, 1.176224589347839355e+00, 1.157156467437744141e+00, -1.739873170852661133e+00, -8.743090629577636719e-01, 5.677649974822998047e-01, -1.750000417232513428e-01, 8.100607395172119141e-01, -2.525521218776702881e-01, 1.921887040138244629e+00, 8.896374106407165527e-01, 4.107718467712402344e-01, 1.145620822906494141e+00, 1.932632088661193848e+00, 9.944640994071960449e-01, 1.367815494537353516e+00, 4.071449860930442810e-02
1, 1.667973041534423828e+00, 6.419061869382858276e-02, -1.225171446800231934e+00, 5.061022043228149414e-01, -3.389389812946319580e-01, 1.672542810440063477e+00, 3.475464344024658203e+00, -1.219136357307434082e+00, 1.295456290245056152e-02, 3.775173664093017578e+00, 1.045977115631103516e+00, 5.680512785911560059e-01, 4.819284379482269287e-01, 4.484102725982666016e-01, 2.053557634353637695e-01, 1.321893453598022461e+00, 3.775840103626251221e-01
1, 4.448399245738983154e-01, -1.342980116605758667e-01, -7.099716067314147949e-01, 4.517189264297485352e-01, -1.613871216773986816e+00, -7.686609029769897461e-01, 1.219918131828308105e+00, 5.040258169174194336e-01, 1.831247568130493164e+00, -4.313853085041046143e-01, 5.262832045555114746e-01, 9.415140151977539062e-01, 1.587535023689270020e+00, 2.024308204650878906e+00, 6.034975647926330566e-01, 1.562373995780944824e+00, 1.135454416275024414e+00, 1.809100061655044556e-01
1, 3.812560737133026123e-01, -9.761453866958618164e-01, 6.931523084640502930e-01, 4.489588439464569092e-01, 8.917528986930847168e-01, -6.773284673690795898e-01, 2.033060073852539062e+00, 1.533040523529052734e+00, 3.046259880065917969e+00, -1.005284786224365234e+00, 5.693860650062561035e-01, 1.015211343765258789e+00, 1.582216739654541016e+00, 1.551914215087890625e+00, 7.612152099609375000e-01, 1.715463757514953613e+00, 1.492256760597229004e+00, 9.071890264749526978e-02
1, 1.309996485710144043e+00, -6.900894641876220703e-01, -6.762592792510986328e-01, 1.589282631874084473e+00, -6.933256387710571289e-01, 6.229069828987121582e-01, 1.087561845779418945e+00, -3.817416727542877197e-01, 5.892043709754943848e-01, 1.365478992462158203e+00, 1.179295063018798828e+00, 9.682182073593139648e-01, 7.285631299018859863e-01, 1.083157896995544434e+00, 4.342924803495407104e-02, 1.154853701591491699e+00, 9.485860168933868408e-02
0, 4.563981890678405762e-01, 1.099371194839477539e+00, 1.512453436851501465e+00, 7.517719864845275879e-01, 6.389670372009277344e-01, -7.422157526016235352e-01, 3.226012587547302246e-01, 1.321053862571716309e+00, 1.695020049810409546e-01, 3.599410057067871094e-01, 4.892561733722686768e-01, 4.161675572395324707e-01, 7.548291683197021484e-01, 3.037500381469726562e-01, 4.610674083232879639e-01, 3.455406129360198975e-01, 7.332419753074645996e-01, 1.860439926385879517e-01
0, 4.378176331520080566e-01, -1.119882702827453613e+00, -1.336822509765625000e+00, 5.023199319839477539e-01, -1.717514872550964355e+00, 1.017066955566406250e+00, 2.156189829111099243e-01, -4.612003862857818604e-01, 3.236706852912902832e-01, 1.736256778240203857e-01, 4.118981361389160156e-01, 3.705247640609741211e-01, 7.982602119445800781e-01, 6.713690757751464844e-01, 3.859100937843322754e-01, 5.155220031738281250e-01, 4.791095852851867676e-01, 2.905789948999881744e-02
0, 5.716562271118164062e-01, 2.056957781314849854e-01, 4.259495139122009277e-01, 5.785139799118041992e-01, 9.273992180824279785e-01, -1.101477980613708496e+00, 1.165553554892539978e-01, 1.549752593040466309e+00, 1.744213998317718506e-01, 2.234495282173156738e-01, 5.231637358665466309e-01, 2.898885905742645264e-01, 4.917104840278625488e-01, 3.345926105976104736e-01, 5.142459869384765625e-01, 2.682069540023803711e-01, 3.157947063446044922e-01, 1.257279962301254272e-01
1, 2.112811803817749023e+00, 7.429829239845275879e-01, -3.305390179157257080e-01, 8.052530884742736816e-01, -2.888736501336097717e-02, -1.446678519248962402e+00, 2.299945592880249023e+00, 1.450429201126098633e+00, 2.989110469818115234e+00, -1.894770145416259766e+00, 1.445124864578247070e+00, 2.548166036605834961e+00, 1.564721107482910156e+00, 2.393632411956787109e+00, 1.554566264152526855e+00, 2.148468017578125000e+00, 1.179116964340209961e+00, 6.880570054054260254e-01
0, 1.001868605613708496e+00, -4.717876017093658447e-01, 5.556136369705200195e-01, 1.233367562294006348e+00, 1.255548357963562012e+00, -1.052490949630737305e+00, 4.376150667667388916e-01, -1.333052396774291992e+00, 3.268576562404632568e-01, -1.116782873868942261e-01, 1.435707807540893555e+00, 7.552008628845214844e-01, 4.667794406414031982e-01, 4.545406401157379150e-01, 1.446330666542053223e+00, 5.922593474388122559e-01, 1.325196743011474609e+00, 8.301419764757156372e-02
0, 8.401151299476623535e-01, 9.582490921020507812e-01, -5.856583714485168457e-01, 1.317929744720458984e+00, -1.063729524612426758e+00, 1.246234536170959473e+00, 2.618653178215026855e-01, -2.734131552278995514e-02, 3.305169641971588135e-01, 1.831899583339691162e-01, 1.557297587394714355e+00, 5.310215950012207031e-01, 3.025917410850524902e-01, 4.267015159130096436e-01, 1.564375758171081543e+00, 3.385521471500396729e-01, 1.137455701828002930e+00, 1.104000024497509003e-02
0, 1.263320326805114746e+00, 7.332081198692321777e-01, 3.311490714550018311e-01, 1.511738538742065430e+00, 3.710839748382568359e-01, -1.585176110267639160e+00, 5.728890299797058105e-01, -1.054526448249816895e+00, 6.988717317581176758e-01, -2.592384517192840576e-01, 1.155319333076477051e+00, 9.835450053215026855e-01, 7.554541826248168945e-01, 9.269526004791259766e-01, 1.168114662170410156e+00, 7.097081542015075684e-01, 1.578325033187866211e+00, 1.844049990177154541e-01
0, 6.983363032341003418e-01, 1.689431428909301758e+00, -1.134670019149780273e+00, 9.665942788124084473e-01, 1.503367424011230469e+00, 8.809488415718078613e-01, 2.425732016563415527e-01, -2.286542803049087524e-01, 3.641322851181030273e-01, 1.093497350811958313e-01, 6.685540080070495605e-01, 4.899409115314483643e-01, 6.503125429153442383e-01, 6.836342811584472656e-01, 6.648245453834533691e-01, 5.103846788406372070e-01, 5.840917825698852539e-01, 3.169360011816024780e-02
